step,train_loss,train_mean_token_accuracy,train_error_rate,timestamp
1,1.7595329284667969,0.6567164179104478,,2026-04-16T10:42:47.4950000Z
2,1.7636353969573975,0.639344262295082,,2026-04-16T10:44:09.1780000Z
3,2.036656379699707,0.4423076923076923,,2026-04-16T10:44:14.0490000Z
4,2.6262717247009277,0.5833333333333334,,2026-04-16T10:44:32.7460000Z
5,2.1877243518829346,0.49206349206349204,,2026-04-16T10:44:34.0260000Z
6,2.3098628520965576,0.48333333333333334,,2026-04-16T10:44:35.8930000Z
7,2.326275587081909,0.5862068965517241,,2026-04-16T10:44:37.4620000Z
8,1.6499316692352295,0.7123287671232876,,2026-04-16T10:44:39.0450000Z
9,1.5946201086044312,0.6428571428571429,,2026-04-16T10:44:40.9220000Z
10,1.7014060020446777,0.4791666666666667,,2026-04-16T10:44:42.9080000Z
11,1.444907784461975,0.7397260273972602,,2026-04-16T10:44:54.8720000Z
12,1.3358269929885864,0.7049180327868853,,2026-04-16T10:44:56.7550000Z
13,1.8151081800460815,0.6551724137931034,,2026-04-16T10:44:58.3290000Z
14,1.5783722400665283,0.5873015873015873,,2026-04-16T10:45:00.2000000Z
15,1.229719877243042,0.6153846153846154,,2026-04-16T10:45:02.3820000Z
16,1.2984963655471802,0.5416666666666666,,2026-04-16T10:45:03.6660000Z
17,1.5309206247329712,0.6458333333333334,,2026-04-16T10:45:05.8540000Z
18,1.3971173763275146,0.7,,2026-04-16T10:45:07.1260000Z
19,1.1141743659973145,0.6714285714285714,,2026-04-16T10:45:08.7060000Z
20,1.0661771297454834,0.7164179104477612,,2026-04-16T10:45:10.4510000Z
21,1.153734803199768,0.6825396825396826,,2026-04-16T10:45:20.9160000Z
22,0.9952968955039978,0.7313432835820896,,2026-04-16T10:45:22.7890000Z
23,1.2152578830718994,0.7,,2026-04-16T10:45:24.6670000Z
24,1.0893313884735107,0.7241379310344828,,2026-04-16T10:45:26.2410000Z
25,0.9310430884361267,0.6730769230769231,,2026-04-16T10:45:28.1190000Z
26,0.8656296133995056,0.7671232876712328,,2026-04-16T10:45:29.6980000Z
27,1.0806530714035034,0.625,,2026-04-16T10:45:31.5640000Z
28,0.9558471441268921,0.7571428571428571,,2026-04-16T10:45:33.7630000Z
29,0.9360289573669434,0.7704918032786885,,2026-04-16T10:45:35.0430000Z
30,1.1831451654434204,0.6666666666666666,,2026-04-16T10:45:36.7320000Z
31,0.9078264236450195,0.7714285714285715,,2026-04-16T10:45:46.8910000Z
32,0.780234158039093,0.7761194029850746,,2026-04-16T10:45:48.7670000Z
33,1.0408724546432495,0.7333333333333333,,2026-04-16T10:45:50.6480000Z
34,0.7522438168525696,0.8082191780821918,,2026-04-16T10:45:52.5870000Z
35,0.8807035088539124,0.7586206896551724,,2026-04-16T10:45:54.1540000Z
36,0.7226517796516418,0.7307692307692307,,2026-04-16T10:45:56.6280000Z
37,0.8680740594863892,0.7142857142857143,,2026-04-16T10:45:58.2120000Z
38,0.8453440070152283,0.7540983606557377,,2026-04-16T10:45:59.4850000Z
39,1.0513421297073364,0.6666666666666666,,2026-04-16T10:46:01.3870000Z
40,0.9339580535888672,0.7291666666666666,,2026-04-16T10:46:03.3920000Z
41,0.7524997591972351,0.7931034482758621,,2026-04-16T10:46:14.1530000Z
42,0.8743293881416321,0.7666666666666667,,2026-04-16T10:46:16.0370000Z
43,0.9838387370109558,0.7083333333333334,,2026-04-16T10:46:18.5300000Z
44,0.7681350708007812,0.746031746031746,,2026-04-16T10:46:19.5130000Z
45,0.742831289768219,0.8,,2026-04-16T10:46:21.6920000Z
46,0.7508898377418518,0.7540983606557377,,2026-04-16T10:46:23.2650000Z
47,0.5653280019760132,0.75,,2026-04-16T10:46:24.8520000Z
48,0.608306348323822,0.8082191780821918,,2026-04-16T10:46:26.7330000Z
49,0.5772683620452881,0.8507462686567164,,2026-04-16T10:46:28.3320000Z
50,0.7994306683540344,0.8125,,2026-04-16T10:46:30.0230000Z
51,0.6917038559913635,0.819672131147541,,2026-04-16T10:46:41.0990000Z
52,0.49980655312538147,0.8269230769230769,,2026-04-16T10:46:42.3790000Z
53,0.6684499979019165,0.8428571428571429,,2026-04-16T10:46:44.2590000Z
54,0.5389149188995361,0.863013698630137,,2026-04-16T10:46:46.1340000Z
55,0.67624831199646,0.8095238095238095,,2026-04-16T10:46:48.0200000Z
56,0.735660970211029,0.8125,,2026-04-16T10:46:49.5980000Z
57,0.8494015336036682,0.75,,2026-04-16T10:46:51.4770000Z
58,0.7147730588912964,0.75,,2026-04-16T10:46:53.0590000Z
59,0.5005965232849121,0.8656716417910447,,2026-04-16T10:46:55.2500000Z
60,0.5672040581703186,0.8275862068965517,,2026-04-16T10:46:56.6350000Z
61,0.8220683932304382,0.75,,2026-04-16T10:47:07.7100000Z
62,0.4051029086112976,0.8653846153846154,,2026-04-16T10:47:08.9790000Z
63,0.4689400792121887,0.8656716417910447,,2026-04-16T10:47:10.8500000Z
64,0.669070839881897,0.7833333333333333,,2026-04-16T10:47:12.7300000Z
65,0.5731363892555237,0.8428571428571429,,2026-04-16T10:47:14.9090000Z
66,0.5422155857086182,0.8688524590163934,,2026-04-16T10:47:16.4950000Z
67,0.451887309551239,0.863013698630137,,2026-04-16T10:47:18.3700000Z
68,0.63219153881073,0.7916666666666666,,2026-04-16T10:47:19.9490000Z
69,0.49646300077438354,0.8793103448275862,,2026-04-16T10:47:22.4240000Z
70,0.5877820253372192,0.7619047619047619,,2026-04-16T10:47:24.4220000Z
71,0.4862590730190277,0.9180327868852459,,2026-04-16T10:47:35.1930000Z
72,0.5963779091835022,0.8166666666666667,,2026-04-16T10:47:36.4710000Z
73,0.406627357006073,0.8656716417910447,,2026-04-16T10:47:38.3510000Z
74,0.5799590945243835,0.8125,,2026-04-16T10:47:40.5540000Z
75,0.3240194320678711,0.9423076923076923,,2026-04-16T10:47:42.7310000Z
76,0.4035147428512573,0.8767123287671232,,2026-04-16T10:47:43.7090000Z
77,0.4294946789741516,0.9137931034482759,,2026-04-16T10:47:45.5870000Z
78,0.5497434139251709,0.7936507936507936,,2026-04-16T10:47:47.4530000Z
79,0.679668128490448,0.7708333333333334,,2026-04-16T10:47:49.3340000Z
80,0.5245941877365112,0.8857142857142857,,2026-04-16T10:47:51.0250000Z
81,0.3035624623298645,0.9230769230769231,,2026-04-16T10:48:02.0970000Z
82,0.5119020938873291,0.8714285714285714,,2026-04-16T10:48:03.9660000Z
83,0.5218587517738342,0.8333333333333334,,2026-04-16T10:48:05.8400000Z
84,0.36199161410331726,0.8656716417910447,,2026-04-16T10:48:07.4080000Z
85,0.6579778790473938,0.7916666666666666,,2026-04-16T10:48:09.2870000Z
86,0.36165106296539307,0.8767123287671232,,2026-04-16T10:48:11.1660000Z
87,0.4096826910972595,0.9180327868852459,,2026-04-16T10:48:13.3460000Z
88,0.389481782913208,0.9310344827586207,,2026-04-16T10:48:14.6260000Z
89,0.5181805491447449,0.8333333333333334,,2026-04-16T10:48:16.8090000Z
90,0.5016575455665588,0.8412698412698413,,2026-04-16T10:48:18.1970000Z
91,0.3400418162345886,0.8805970149253731,,2026-04-16T10:48:29.2680000Z
92,0.27197006344795227,0.9423076923076923,,2026-04-16T10:48:30.8400000Z
93,0.5089043974876404,0.8541666666666666,,2026-04-16T10:48:32.7190000Z
94,0.3801906406879425,0.9137931034482759,,2026-04-16T10:48:34.5880000Z
95,0.5004684925079346,0.85,,2026-04-16T10:48:36.4690000Z
96,0.4823170602321625,0.8571428571428571,,2026-04-16T10:48:38.0400000Z
97,0.4681600332260132,0.9142857142857143,,2026-04-16T10:48:39.9140000Z
98,0.5924608707427979,0.8125,,2026-04-16T10:48:41.4920000Z
99,0.34614965319633484,0.8767123287671232,,2026-04-16T10:48:43.3590000Z
100,0.3950912654399872,0.9344262295081968,,2026-04-16T10:48:46.1420000Z
